...1,DOI,Title,trimmed_title,CombinedCites,CombinedAuthors,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,DOI_missing,CitationURL,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Journal,row_id,JournalAbbr,ZoteroKey,PDFPath,primary_category,secondary_category,macro_micro_level,justification,Experimental,Causal_Inference,Descriptive_Correlational,Theoretical,Methodological,Review_Meta_analysis,Other
262,10.1177/0146167218787805,"Speech rate, intonation, and pitch: Investigating the bias and cue effects of vocal confidence on persuasion","Speech rate, intonation, and pitch: Investigating the bias and cue effects of vo",51,"JJ Guyer, LR Fabrigar…",2019,… and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218787805,"https://scholar.google.com/scholar?cites=1524672788982023759&as_sdt=2005&sciodt=0,5&hl=en",36,FALSE,NA,51,8.5,25.5,2,6,Three experiments were designed to investigate the effects and psychological mechanisms of three vocal qualities on persuasion. Experiment 1 (N= 394) employed a 2 (elaboration …,https://www.researchgate.net/profile/Joshua-Guyer/publication/326882350_Speech_Rate_Intonation_and_Pitch_Investigating_the_Bias_and_Cue_Effects_of_Vocal_Confidence_on_Persuasion/links/5b6a1ebf92851ca65051430c/Speech-Rate-Intonation-and-Pitch-Investigating-the-Bias-and-Cue-Effects-of-Vocal-Confidence-on-Persuasion.pdf,"https://scholar.google.com/scholar?q=related:T0b60dK5KBUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1065,PSPB,DVIXGUKI,"/Users/haleylam/Zotero/storage/RY676P2K/Guyer et al. - 2019 - Speech Rate, Intonation, and Pitch Investigating .pdf",Experimental,NA,individual-level data,"The article reports on three experiments with randomized assignment to conditions manipulating vocal qualities (speech rate, intonation, pitch) and elaboration levels to study their effects on persuasion. The use of factorial designs, random assignment, and direct manipulation of independent variables (vocal properties and elaboration) clearly classifies this as experimental research. The data are individual-level, collected from participants' responses, attitudes, and thought listings. The study tests causal mechanisms via experimental manipulation rather than observational or purely descriptive methods.",1,0,0,0,0,0,0
263,10.1177/0146167218787810,"Disapproved, but tolerated: The role of respect in outgroup tolerance","Disapproved, but tolerated: The role of respect in outgroup tolerance",37,"B Simon, S Eschert, CD Schaefer…",2019,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218787810,"https://scholar.google.com/scholar?cites=7076426147085264963&as_sdt=2005&sciodt=0,5&hl=en",46,FALSE,NA,37,6.166666666666667,12.333333333333334,3,6,"We conducted two studies to test the hypothesis that respect for disapproved outgroups increases tolerance toward them. In Study 1, we employed a panel sample of supporters of …",NA,"https://scholar.google.com/scholar?q=related:Q6hNmBaENGIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1066,PSPB,KZKWA6BZ,"/Users/haleylam/Zotero/storage/9MQ765UJ/Simon et al. - 2019 - Disapproved, but Tolerated The Role of Respect in.pdf",Experimental,Causal Inference,individual-level data,"The article reports two studies: Study 1 uses longitudinal panel data with structural equation modeling to test the predictive effect of respect on tolerance over time, controlling for disapproval and other covariates, which approaches causal inference but remains correlational. Study 2 employs an experimental design manipulating respect for a disapproved outgroup and measuring subsequent tolerance, allowing causal inference. Both studies use individual-level survey data from participants. The combination of experimental manipulation and longitudinal modeling supports classification as Experimental with a secondary Causal Inference category.",1,0,0,0,0,0,0
264,10.1177/0146167218788553,Identity denied: Comparing American or White identity denial and psychological health outcomes among bicultural and biracial people,Identity denied: Comparing American or White identity denial and psychological h,88,"AF Albuja, DT Sanchez…",2019,… and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218788553,"https://scholar.google.com/scholar?cites=17894468767351002168&as_sdt=2005&sciodt=0,5&hl=en",13,FALSE,NA,88,14.666666666666666,44,2,6,"Because bicultural and biracial people have two identities within one social domain (culture or race), their identification is often challenged by others. Although it is established that …",https://journals.sagepub.com/doi/pdf/10.1177/0146167218788553,"https://scholar.google.com/scholar?q=related:OFRH8ojsVfgJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1067,PSPB,9SX2XHBS,/Users/haleylam/Zotero/storage/U7PSKFGE/Albuja et al. - 2019 - Identity Denied Comparing American or White Ident.pdf,Descriptive/Correlational,NA,individual-level data,"The article reports on two large-scale survey studies with bicultural and biracial individuals, using self-report measures and path analysis to examine relationships among identity denial, identity autonomy, identity integration, social belonging, and psychological health outcomes. The research is observational and correlational, without manipulation of variables or use of causal inference methods such as diff-in-diffs, IV, or natural experiments. The study tests mediation models to understand mechanisms linking identity denial to mental health, but these are based on cross-sectional data and do not establish causality. Therefore, it fits best as Descriptive/Correlational research using individual-level data.",0,0,1,0,0,0,0
265,10.1177/0146167218788556,Hand-in-hand combat: Affectionate touch promotes relational well-being and buffers stress during conflict,Hand-in-hand combat: Affectionate touch promotes relational well-being and buffe,59,"BK Jakubiak, BC Feeney",2019,… and Social Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218788556,"https://scholar.google.com/scholar?cites=10974947906441269408&as_sdt=2005&sciodt=0,5&hl=en",24,FALSE,NA,59,9.833333333333334,29.5,2,6,"Relational conflict has a considerable impact on relational and personal well-being, but whether that impact is positive or negative depends on how the conflict is managed …",NA,"https://scholar.google.com/scholar?q=related:oFDZH_nYTpgJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1068,PSPB,LSQ9SWC5,/Users/haleylam/Zotero/storage/KNR9U8R9/Jakubiak and Feeney - 2019 - Hand-in-Hand Combat Affectionate Touch Promotes R.pdf,Experimental,NA,individual-level data,"The article reports on a set of experiments (including randomized assignment to touch vs. control conditions) manipulating affectionate touch prior to and during couple conflict discussions. The study measures outcomes such as constructive and destructive conflict behaviors, relational perceptions, and stress responses at the individual level. The use of random assignment and manipulation of the touch variable classifies this as experimental research.",1,0,0,0,0,0,0
266,10.1177/0146167218788558,How your power affects my impression of you,How your power affects my impression of you,3,"D Orghian, F de Almeida, S Jacinto…",2019,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218788558,"https://scholar.google.com/scholar?cites=12219425581440439115&as_sdt=2005&sciodt=0,5&hl=en",113,FALSE,NA,3,0.5,1,3,6,"In the present article, we investigate how a person's power affects the way we infer traits from their behavior. In Experiment 1, our results suggest that, when faced with behavioral …",https://www.researchgate.net/profile/Filipa-De-Almeida/publication/325343968_A_bad_deed_says_more_about_you_if_you%27ve_got_no_power_How_power_affects_person_perception_in_press/links/5bbfa96f299bf1004c5a5527/A-bad-deed-says-more-about-you-if-youve-got-no-power-How-power-affects-person-perception-in-press.pdf,"https://scholar.google.com/scholar?q=related:SxMUNdMelKkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1069,PSPB,K49GXHPD,/Users/haleylam/Zotero/storage/D9SKNFUH/Orghian et al. - 2019 - How Your Power Affects My Impression of You.pdf,Experimental,NA,individual-level data,"The article reports on three experiments manipulating the power of actors (powerful, powerless, control) and measuring participants' spontaneous trait inferences using explicit trait-rating tasks and implicit false recognition paradigms. The design involves within-subject manipulations of power conditions, valence of traits, and pairing, with random assignment of participants to conditions and controlled experimental procedures. These features characterize experimental research involving manipulation of independent variables and measurement of dependent variables at the individual level.",1,0,0,0,0,0,0
267,10.1177/0146167218788829,The ending effect in investment decisions: the motivational need for an emotionally rewarding ending,The ending effect in investment decisions: the motivational need for an emotiona,15,"C Xing, Y Meng, DM Isaacowitz…",2019,… and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218788829,"https://scholar.google.com/scholar?cites=11694957111424635599&as_sdt=2005&sciodt=0,5&hl=en",93,FALSE,NA,15,2.5,5,3,6,"The present study examined the power of endings on risky decision making. With four experiments, the changes in the individuals' risk-taking tendencies were examined as the …",https://www.researchgate.net/profile/Cai-Xing/publication/327229879_The_Ending_Effect_in_Investment_Decisions_The_Motivational_Need_for_an_Emotionally_Rewarding_Ending/links/61403e2b2adfef37ee04a2ec/The-Ending-Effect-in-Investment-Decisions-The-Motivational-Need-for-an-Emotionally-Rewarding-Ending.pdf,"https://scholar.google.com/scholar?q=related:z9LkwYfVTKIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1070,PSPB,G2CHKMV5,/Users/haleylam/Zotero/storage/2EDSVSFI/Xing et al. - 2019 - The Ending Effect in Investment Decisions The Mot.pdf,Experimental,Causal Inference,individual-level data,"The article reports four experiments manipulating participants' awareness of the ending of a risky decision task and motivational priming (emotional vs. utilitarian vs. control) to examine their effects on risk-taking behavior. The design involves random assignment to conditions and manipulation of variables (e.g., informed vs. noninformed, motivational priming), consistent with experimental research. Additionally, the study uses regression and moderation analyses to test causal mechanisms, and the design includes control groups and repeated measures, supporting causal inference. The data are individual-level, collected from university students performing risky decision tasks. The study tests hypotheses about the motivational mechanism underlying the 'ending effect' in risky decision making, providing empirical evidence from controlled experiments.",1,0,0,0,0,0,0
268,10.1177/0146167218789065,"Mere exposure effects on implicit stimulus evaluation: the moderating role of evaluation task, number of stimulus presentations, and memory for presentation …",Mere exposure effects on implicit stimulus evaluation: the moderating role of ev,9,"P Van Dessel, G Mertens, CT Smith…",2019,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218789065,"https://scholar.google.com/scholar?cites=7415521270659450223&as_sdt=2005&sciodt=0,5&hl=en",104,FALSE,NA,9,1.5,3,3,6,"The mere exposure (ME) effect refers to the well-established finding that people evaluate a stimulus more positively after repeated exposure to it. So far, the vast majority of studies on …",https://biblio.ugent.be/publication/8567406/file/8567408.pdf,"https://scholar.google.com/scholar?q=related:b4UCek456WYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1071,PSPB,CZD4AQPK,/Users/haleylam/Zotero/storage/CCJTDQ5I/Van Dessel et al. - 2019 - Mere Exposure Effects on Implicit Stimulus Evaluat.pdf,Experimental,Descriptive/Correlational,individual-level data,"The article reports on three large-scale experiments manipulating the number of stimulus presentations (independent variable) and measuring effects on implicit and explicit evaluations (dependent variables) using tasks such as the IAT, EPT, and AMP. The study involves experimental manipulation of exposure frequency and assesses moderators like memory accuracy and task type, consistent with an experimental design. Additionally, the article includes descriptive statistics and correlational analyses to explore relationships between variables, justifying a secondary classification as Descriptive/Correlational. The data are individual-level, collected from participants performing evaluation tasks.",1,0,0,0,0,0,0
269,10.1177/0146167218789071,Do happy events love company? Cultural variations in sharing positive events with others,Do happy events love company? Cultural variations in sharing positive events wit,30,"H Choi, S Oishi, J Shin, EM Suh",2019,… Social Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218789071,"https://scholar.google.com/scholar?cites=15184008496512376827&as_sdt=2005&sciodt=0,5&hl=en",51,FALSE,NA,30,5,7.5,4,6,"The present study examined cultural differences in the act of sharing positive events with others, called capitalization attempts. The first three studies tested whether capitalization …",https://www.researchgate.net/profile/Hyewon-Choi/publication/327210960_Do_Happy_Events_Love_Company_Cultural_Variations_in_Sharing_Positive_Events_With_Others/links/640b1932a1b72772e4eac2b9/Do-Happy-Events-Love-Company-Cultural-Variations-in-Sharing-Positive-Events-With-Others.pdf,"https://scholar.google.com/scholar?q=related:-x8ifUdvuNIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1072,PSPB,ZQND7CA5,/Users/haleylam/Zotero/storage/GBQ8IDET/Choi et al. - Do Happy Events Love Company Cultural Variations .pdf,Descriptive/Correlational,NA,individual-level data,"The article reports on multiple studies examining cultural differences in capitalization attempts using surveys, content analysis of children's storybooks, and Facebook behavioral data. The research primarily describes and correlates variables such as culture, capitalization attempts, relational concerns, and well-being without employing causal inference methods like diff-in-diffs, IV, or natural experiments. The studies use individual-level data collected from participants and coded materials. The analyses include ANOVAs, mediation models, and meta-analyses, all descriptive and correlational in nature.",0,0,1,0,0,0,0
270,10.1177/0146167218789073,Belief in social mobility mitigates hostility resulting from disadvantaged social standing,Belief in social mobility mitigates hostility resulting from disadvantaged socia,39,"C Sagioglou, M Forstmann…",2019,… and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218789073,"https://scholar.google.com/scholar?cites=7906258021850125293&as_sdt=2005&sciodt=0,5&hl=en",44,FALSE,NA,39,6.5,19.5,2,6,"Comparing economically unfavorably with similar others has detrimental consequences for an individual, ultimately resulting in low physical health, delinquency, and hostility. In four …",NA,"https://scholar.google.com/scholar?q=related:7ZP1HsiruG0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1073,PSPB,CKZEQ42Z,/Users/haleylam/Zotero/storage/K2S8VDME/Sagioglou et al. - 2019 - Belief in Social Mobility Mitigates Hostility Resu.pdf,Experimental,NA,individual-level data,"The article reports on four studies involving experimental manipulation of social status and social mobility beliefs, with random assignment to conditions. The studies use false feedback-based methods to manipulate perceived social status and social mobility beliefs, and measure outcomes such as personal relative deprivation and hostile affect at the individual level. The use of experimental design with manipulation and control conditions, and measurement of individual responses, clearly classifies this research as Experimental.",1,0,0,0,0,0,0
271,10.1177/0146167218789611,What fantasies can do to your relationship: The effects of sexual fantasies on couple interactions,What fantasies can do to your relationship: The effects of sexual fantasies on c,48,"GE Birnbaum, Y Kanat-Maymon…",2019,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218789611,"https://scholar.google.com/scholar?cites=2465789602512029883&as_sdt=2005&sciodt=0,5&hl=en",34,FALSE,NA,48,8,24,2,6,Research addressing the underlying functions of sexual fantasies has mainly focused on variables associated with frequency and content of fantasies. Relatively less is known about …,https://www.academia.edu/download/56995052/MSFantasyRelPromoPSPBProofs.pdf,"https://scholar.google.com/scholar?q=related:u8iURJQ-OCIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1074,PSPB,QL7P7MDY,/Users/haleylam/Zotero/storage/HSARMS84/Birnbaum et al. - 2019 - What Fantasies Can Do to Your Relationship The Ef.pdf,Experimental,Descriptive/Correlational,individual-level data,"The article reports on four studies, including two experimental studies (Studies 1 and 2) where participants were randomly assigned to conditions involving fantasizing about their partner or someone else, manipulating the independent variable (type of fantasy) and measuring outcomes such as sexual desire and relationship-promoting behaviors. Studies 3 and 4 used daily diary methods (longitudinal, observational) to examine associations between sexual fantasizing and relationship outcomes, which are descriptive/correlational in nature. The use of random assignment and manipulation in Studies 1 and 2 justifies the primary classification as Experimental, while the naturalistic daily diary studies justify a secondary classification as Descriptive/Correlational. The data are individual-level, collected from participants and couples reporting on their fantasies, desires, perceptions, and behaviors.",1,0,0,0,0,0,0
272,10.1177/0146167218789624,Downstream effects of dispositional inferences on confirmation biases,Downstream effects of dispositional inferences on confirmation biases,13,"KA Costabile, S Madon",2019,Personality and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218789624,"https://scholar.google.com/scholar?cites=17037936884535087685&as_sdt=2005&sciodt=0,5&hl=en",94,FALSE,NA,13,2.1666666666666665,6.5,2,6,"Although research has given substantial attention to understanding the antecedents of dispositional inferences, less attention has been directed at the consequences of these …",https://www.craiganderson.org/wp-content/uploads/caa/Classes/Readings/19CostabileMadon.pdf,"https://scholar.google.com/scholar?q=related:RVI9XFPpcuwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1075,PSPB,V6HLU7J4,/Users/haleylam/Zotero/storage/Z6GNT3RT/Costabile and Madon - 2019 - Downstream Effects of Dispositional Inferences on .pdf,Experimental,NA,individual-level data,"The article reports on four experiments manipulating processing objectives (impression formation vs. narrative construction) to examine their effects on dispositional inferences and subsequent confirmation biases in social perception. The design includes random assignment to conditions, controlled exposure to stimuli, and measurement of outcomes such as memory recall, interpretation of ambiguous information, and information-seeking behavior. The use of experimental manipulations and random assignment classifies this research as Experimental.",1,0,0,0,0,0,0
273,10.1177/0146167218789625,The balanced objectification hypothesis: The effects of objectification valence and body sentiment on source sentiment,The balanced objectification hypothesis: The effects of objectification valence,7,"SJ Gervais, J Allen, AR Riemer…",2019,… and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218789625,"https://scholar.google.com/scholar?cites=18022159051259105839&as_sdt=2005&sciodt=0,5&hl=en",105,FALSE,NA,7,1.1666666666666667,2.3333333333333335,3,6,"In this work, we introduced and tested the balanced objectification hypothesis (BOH). Derived from an integration of balance theory and objectification research, the BOH …",https://www.researchgate.net/profile/Abigail-Riemer/publication/327147607_The_Balanced_Objectification_Hypothesis_The_Effects_of_Objectification_Valence_and_Body_Sentiment_on_Source_Sentiment/links/5b9141c24585153a53fd9d87/The-Balanced-Objectification-Hypothesis-The-Effects-of-Objectification-Valence-and-Body-Sentiment-on-Source-Sentiment.pdf,"https://scholar.google.com/scholar?q=related:L9Lj7yuSG_oJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1076,PSPB,ZGTCD2FY,/Users/haleylam/Zotero/storage/IM4X8QKP/Gervais et al. - 2019 - The Balanced Objectification Hypothesis The Effec.pdf,Experimental,NA,individual-level data,"The article reports on four experiments manipulating objectification valence and body sentiment to test the Balanced Objectification Hypothesis (BOH). The study involves experimental manipulations of variables (objectification valence, body sentiment) and measures outcomes such as source warmth, approach intentions, and self-other congruency at the individual participant level. The design includes random assignment to conditions and uses ANOVAs and moderated mediation analyses to test hypotheses, consistent with experimental research.",1,0,0,0,0,0,0
274,10.1177/0146167218791782,Do you see what I see? Actor and partner attachment shape biased perceptions of partners,Do you see what I see? Actor and partner attachment shape biased perceptions of,26,"LM Rodriguez, J Fillo, BW Hadden…",2019,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218791782,"https://scholar.google.com/scholar?cites=15764104816558060550&as_sdt=2005&sciodt=0,5&hl=en",79,FALSE,NA,26,4.333333333333333,8.666666666666666,3,6,The present research examined how actor and partner attachment insecurity relates to biases in perceptions of partners' core relationship-relevant constructs. Across three dyadic …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6902118/,"https://scholar.google.com/scholar?q=related:BrT3EM9ZxdoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1077,PSPB,I3QELJ5Z,/Users/haleylam/Zotero/storage/S9TVBISX/Rodriguez et al. - 2019 - Do You See What I See Actor and Partner Attachmen.pdf,Descriptive/Correlational,NA,individual-level data,"The article reports on three dyadic studies examining associations between actor and partner attachment anxiety and avoidance and perceptions of partner relationship satisfaction, commitment, and responsiveness. The research uses actor-partner interdependence models (APIM) and integrative data analysis (IDA) to analyze self-reported and perceived partner reports, focusing on describing relationships and biases without experimental manipulation or causal inference methods. The study primarily describes data patterns and examines relationships between variables without employing diff-in-diffs, IV, regression discontinuity, or other causal inference techniques.",0,0,1,0,0,0,0
275,10.1177/0146167218791804,School selection and the social class divide: How tracking contributes to the reproduction of inequalities,School selection and the social class divide: How tracking contributes to the re,73,"A Batruch, F Autin, F Bataillard…",2019,… and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218791804,"https://scholar.google.com/scholar?cites=15970133983747629583&as_sdt=2005&sciodt=0,5&hl=en",19,FALSE,NA,73,12.166666666666666,24.333333333333332,3,6,"Selection practices in education, such as tracking, may represent a structural obstacle that contributes to the social class achievement gap. We hypothesized that school's function of …",https://serval.unil.ch/resource/serval:BIB_A7B4043B3BE2.P002/REF.pdf,"https://scholar.google.com/scholar?q=related:D-KrrD5Qod0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1078,PSPB,5V2ZXFVN,/Users/haleylam/Zotero/storage/T3H4FPNJ/Batruch et al. - 2019 - School Selection and the Social Class Divide How .pdf,Experimental,Causal Inference,individual-level data,"The article describes a series of experimental studies where participants (students, preservice and in-service teachers) were randomly assigned to conditions manipulating pupils' socioeconomic status (SES) while keeping achievement constant, to assess tracking decisions. The design involves manipulation of independent variables (SES, school function salience) and measurement of outcomes (track suitability ratings), consistent with experimental research. Additionally, the third experiment uses a manipulation of the institutional function (selection vs. education) to test causal effects on tracking decisions, aligning with causal inference methods. Data are collected at the individual participant level (teachers or students acting as evaluators).",1,0,0,0,0,0,0
276,10.1177/0146167218793136,Implicit bias predicts liking of ingroup members who are comfortable with intergroup interaction,Implicit bias predicts liking of ingroup members who are comfortable with interg,6,"DS Jacoby-Senghor, S Sinclair…",2019,… Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218793136,"https://scholar.google.com/scholar?cites=11662682973050564903&as_sdt=2005&sciodt=0,5&hl=en",110,FALSE,NA,6,1,3,2,6,"We test a novel framework for how ingroup members are perceived during intergroup interaction. Across three experiments, we found that, above and beyond egalitarian attitudes …",https://escholarship.org/content/qt4127x9bx/qt4127x9bx.pdf,"https://scholar.google.com/scholar?q=related:J_GsWF8s2qEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1079,PSPB,2VFQMMWW,/Users/haleylam/Zotero/storage/J7ZB9UAR/Jacoby-Senghor et al. - 2019 - Implicit Bias Predicts Liking of Ingroup Members W.pdf,Experimental,NA,individual-level data,"The article reports on three experiments manipulating variables such as targets' nonverbal comfort and participants' perceptions, measuring implicit bias and liking ratings. The use of experimental manipulations (e.g., videos with varied nonverbal behaviors, instructions about targets' feelings) and random assignment to conditions indicates an experimental design. Data are collected at the individual participant level, including implicit association tests and self-reported liking and perceived similarity measures.",1,0,0,0,0,0,0
277,10.1177/0146167218794625,Nature does not always give you a helping hand: Comparing the prosocial effects of nature at different resource and security levels,Nature does not always give you a helping hand: Comparing the prosocial effects,8,"HKS Ng, YL Hong, TS Chow…",2019,… and Social Psychology …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218794625,"https://scholar.google.com/scholar?cites=13831742481132426418&as_sdt=2005&sciodt=0,5&hl=en",107,FALSE,NA,8,1.3333333333333333,2.6666666666666665,3,6,"Humans become more prosocial after nature exposure. We proposed that the prosocial effect pertains to resource (eg, food, water) and security (eg, shelter, concealment) features …",NA,"https://scholar.google.com/scholar?q=related:shSUvIA49L8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1080,PSPB,BSVFI8KW,/Users/haleylam/Zotero/storage/9FQ5Z9GM/Ng et al. - 2019 - Nature Does Not Always Give You a Helping Hand Co.pdf,Experimental,Descriptive/Correlational,individual-level data,"The article reports four studies involving manipulation of environmental conditions (resource and security levels in natural environments) and measures of prosociality in participants, including experimental exposure to images and writing tasks (Studies 2-4). Study 1 uses observational data at the city level but is combined with individual-level survey data. The experimental manipulation of variables (resource and security features) and measurement of outcomes (prosociality indices, social value orientation, helping behavior) classify the research as Experimental. The use of regression and moderation analyses on observational data in Study 1 also reflects descriptive/correlational methods, justifying the secondary category. The data are individual-level, as participants' responses and behaviors are measured. The justification is based on the described experimental designs, manipulation of variables, and measurement of individual prosocial behavior.",1,0,0,0,0,0,0
278,10.1177/0146167218794631,A world of blame to go around: Cross-cultural determinants of responsibility and punishment judgments,A world of blame to go around: Cross-cultural determinants of responsibility and,35,"M Feinberg, R Fang, S Liu…",2019,… Social Psychology Bulletin,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0146167218794631,"https://scholar.google.com/scholar?cites=5546320097455917431&as_sdt=2005&sciodt=0,5&hl=en",47,FALSE,NA,35,5.833333333333333,11.666666666666666,3,6,"Research finds collectivists make external attributions for others' behavior, whereas individualists make internal attributions. By focusing on external causes, collectivists should …",https://www.researchgate.net/profile/Matthew-Feinberg-2/publication/327747571_A_World_of_Blame_to_Go_Around_Cross-Cultural_Determinants_of_Responsibility_and_Punishment_Judgments/links/5fc7b14f92851c00f845474f/A-World-of-Blame-to-Go-Around-Cross-Cultural-Determinants-of-Responsibility-and-Punishment-Judgments.pdf,"https://scholar.google.com/scholar?q=related:d0l4M758-EwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019",Personality and Social Psychology Bulletin,1081,PSPB,HR7YCHUK,/Users/haleylam/Zotero/storage/72PZT5L8/Feinberg et al. - 2019 - A World of Blame to Go Around Cross-Cultural Dete.pdf,Descriptive/Correlational,Causal Inference,individual-level data,"The article reports multiple cross-cultural studies comparing American and Chinese participants' judgments of moral responsibility and punishment. The studies primarily use survey and vignette-based methods to measure perceptions of agency, consequences, and social harmony disruption, and their associations with responsibility and punishment judgments. The analyses include regression, interaction effects, and relative weight analyses to describe relationships between variables. Study 3 introduces experimental manipulations of agency and consequences to test causal effects on judgments, providing some causal inference evidence. However, most of the research is correlational/descriptive in nature, focusing on how variables relate across cultures without random assignment or manipulation in all studies. The data are individual-level, collected from participants' responses to vignettes and questionnaires.",0,0,1,0,0,0,0
