...1,DOI,Title,trimmed_title,CombinedCites,CombinedAuthors,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,DOI_missing,CitationURL,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Journal,row_id,ZoteroKey,PDFPath
340,10.1177/1948550619849429,Longitudinal changes in empathy across the life span in six samples of human development,longitudinal changes in empathy across the life sp,38,"J Oh, WJ Chopik, S Konrath…",2020,… and Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619849429,"https://scholar.google.com/scholar?cites=15723310294063895342&as_sdt=2005&sciodt=0,5&hl=en",23,FALSE,NA,38,12.67,10,4,3,The development of empathy is a hotly debated topic. Some studies find declines and others an inverse U-shaped pattern in empathy across the life span. Yet other studies find no age …,NA,"https://scholar.google.com/scholar?q=related:LtPrImhrNNoJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,340,5D55XZYL,/Users/haleylam/Zotero/storage/RXE359KY/Oh et al. - 2020 - Longitudinal Changes in Empathy Across the Life Sp.pdf
341,10.1177/1948550619849431,Community violence and prosociality: Experiencing and committing violence predicts norm-enforcing punishment but not cooperation,community violence and prosociality experiencing a,12,"R Littman, S Estrada, MN Stagnaro…",2020,… Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619849431,"https://scholar.google.com/scholar?cites=16510627827965687794&as_sdt=2005&sciodt=0,5&hl=en",79,FALSE,NA,12,4,3,4,3,"How does violence affect prosociality? Previous work shows that exposure to intergroup violence is positively related prosociality. Here, we test whether this finding extends to other …",https://dspace.mit.edu/bitstream/handle/1721.1/135516/Community%20Violence%20and%20Prosociality%20PrePrint.pdf?sequence=2&isAllowed=y,"https://scholar.google.com/scholar?q=related:8veSUIiIIeUJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,341,IAKEVSH8,/Users/haleylam/Zotero/storage/PPZLWMV8/Littman et al. - 2020 - Community Violence and Prosociality Experiencing .pdf
342,10.1177/1948550619853595,Outraged but sympathetic: Ambivalent emotions limit the influence of viral outrage,outraged but sympathetic ambivalent emotions limit,6,"T Sawaoka, B Monin",2020,Social Psychological and Personality …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619853595,"https://scholar.google.com/scholar?cites=9410422043225036238&as_sdt=2005&sciodt=0,5&hl=en",100,FALSE,NA,6,2,3,2,3,Viral outrage—the piling up of online condemnation in response to offensive remarks—is a common expression of moral judgment in the digital age. We examined whether viral …,NA,"https://scholar.google.com/scholar?q=related:zhXvYP2ImIIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,342,BILFLR89,/Users/haleylam/Zotero/storage/7Z6PQ444/Sawaoka and Monin - 2020 - Outraged but Sympathetic Ambivalent Emotions Limi.pdf
343,10.1177/1948550619853598,Politics and parental care: Experimental and mediational tests of the causal link between parenting motivation and social conservatism,politics and parental care experimental and mediat,32,"N Kerry, DR Murray",2020,… Psychological and Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619853598,"https://scholar.google.com/scholar?cites=8228199567680104604&as_sdt=2005&sciodt=0,5&hl=en",28,FALSE,NA,32,10.67,16,2,3,"People vary greatly in their desire for, willingness to care for, and emotions toward children. This variation in “parenting motivation” predicts a range of cognition and behavior. Strategic …",NA,"https://scholar.google.com/scholar?q=related:nGiYdOlvMHIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,343,PIZ9A2MW,/Users/haleylam/Zotero/storage/UEVB2UP6/Kerry and Murray - 2020 - Politics and Parental Care Experimental and Media.pdf
344,10.1177/1948550619854751,Time use and happiness of millionaires: Evidence from The Netherlands,time use and happiness of millionaires evidence fr,25,"P Smeets, A Whillans, R Bekkers…",2020,Social Psychological …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619854751,"https://scholar.google.com/scholar?cites=4319770775224700223&as_sdt=2005&sciodt=0,5&hl=en",39,FALSE,NA,25,8.33,6,4,3,"How do the very wealthy spend their time, and how does time use relate to well-being? In two studies in the Netherlands, the affluent (N= 863; N= 690) and the general population (N …",https://journals.sagepub.com/doi/pdf/10.1177/1948550619854751,"https://scholar.google.com/scholar?q=related:P81hCKLo8jsJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,344,QWU4S3LH,/Users/haleylam/Zotero/storage/QPBM2VA7/Smeets et al. - 2020 - Time Use and Happiness of Millionaires Evidence F.pdf
345,10.1177/1948550619856302,On trust and disgust: Evidence from face reading and virtual reality,on trust and disgust evidence from face reading an,31,"T Kugler, B Ye, D Motro…",2020,… and Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619856302,"https://scholar.google.com/scholar?cites=10771485838059898759&as_sdt=2005&sciodt=0,5&hl=en",22,FALSE,NA,31,10.33,8,4,3,We report three studies exploring the relationship between disgust and trust. Study 1a measured emotions using face-reading technology while participants played a repeated …,https://www.researchgate.net/profile/Daphna-Motro/publication/334160570_On_Trust_and_Disgust_Evidence_From_Face_Reading_and_Virtual_Reality/links/5d69ce18458515088601322e/On-Trust-and-Disgust-Evidence-From-Face-Reading-and-Virtual-Reality.pdf,"https://scholar.google.com/scholar?q=related:hwe2yEwBfJUJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,345,LYTUX7SS,/Users/haleylam/Zotero/storage/GGI8TZI5/Kugler et al. - 2020 - On Trust and Disgust Evidence From Face Reading a.pdf
346,10.1177/1948550619856308,Foodie calls: When women date men for a free meal (rather than a relationship),foodie calls when women date men for a free meal r,14,"B Collisson, JL Howell, T Harig",2020,Social psychological and …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619856308,"https://scholar.google.com/scholar?cites=7290014037332368898&as_sdt=2005&sciodt=0,5&hl=en",71,FALSE,NA,14,4.67,5,3,3,"A foodie call occurs when a person, despite a lack of romantic attraction to a suitor, chooses to go on a date to receive a free meal. The present study examines predictors of a deceptive …",https://www.researchgate.net/profile/Brian-Collisson-2/publication/333920013_Foodie_Calls_When_Women_Date_Men_for_a_Free_Meal_Rather_Than_a_Relationship/links/5d749b1da6fdcc9961b7811d/Foodie-Calls-When-Women-Date-Men-for-a-Free-Meal-Rather-Than-a-Relationship.pdf,"https://scholar.google.com/scholar?q=related:Ap7OjiRVK2UJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,346,4UU7QPZL,/Users/haleylam/Zotero/storage/JN56ZN2N/Collisson et al. - 2020 - Foodie Calls When Women Date Men for a Free Meal .pdf
347,10.1177/1948550619856309,Does an abstract mind-set increase the internal consistency of moral attitudes and strengthen individualizing foundations?,does an abstract mindset increase the internal con,14,"S Alper, O Yilmaz",2020,… Psychological and Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619856309,"https://scholar.google.com/scholar?cites=8010708136492626271&as_sdt=2005&sciodt=0,5&hl=en",72,FALSE,NA,14,4.67,7,2,3,Recent research suggests that experimentally inducing an abstract (vs. a concrete) mind-set enhances political sophistication by increasing the consistency in political attitudes; it also …,https://psyarxiv.com/w5gyc/download?format=pdf,"https://scholar.google.com/scholar?q=related:X3H5ipvAK28J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,347,M9QMIXMG,/Users/haleylam/Zotero/storage/9KDZ9CMA/Alper and Yilmaz - 2020 - Does an Abstract Mind-Set Increase the Internal Co.pdf
348,10.1177/1948550619859316,Black intragroup empathic responding to police interracial violence: Effects of victim stereotypicality and Blacks' racial identification,black intragroup empathic responding to police int,12,"JD Johnson, L Lecci, J Dovidio",2020,Social Psychological and …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619859316,"https://scholar.google.com/scholar?cites=1705880767628228989&as_sdt=2005&sciodt=0,5&hl=en",66,FALSE,NA,12,4,4,3,3,"Despite the public outrage in response to police violence against unarmed Black men, work on the psychological dynamics of reactions to these incidents is relatively rare. The present …",http://repository.usp.ac.fj/11692/1/JJ_Sage2019.pdf,"https://scholar.google.com/scholar?q=related:fbmmH4WBrBcJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,348,B2U37C36,/Users/haleylam/Zotero/storage/D93SJM9Q/Johnson et al. - 2020 - Black Intragroup Empathic Responding to Police Int.pdf
349,10.1177/1948550619862260,Overclaiming knowledge predicts anti-establishment voting,overclaiming knowledge predicts antiestablishment,34,"JW Van Prooijen, APM Krouwel",2020,Social Psychological and …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619862260,"https://scholar.google.com/scholar?cites=16179246145849030477&as_sdt=2005&sciodt=0,5&hl=en",25,FALSE,NA,34,11.33,17,2,3,"People often vote against the political establishment, as underscored by “Brexit” and the Trump election. The current contribution proposes that overclaiming one's own knowledge …",https://journals.sagepub.com/doi/full/10.1177/1948550619862260,"https://scholar.google.com/scholar?q=related:TXfw-KU6iOAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,349,AWYR7834,/Users/haleylam/Zotero/storage/C9INPXDD/Van Prooijen and Krouwel - 2020 - Overclaiming Knowledge Predicts Anti-establishment.pdf
350,10.1177/1948550619862261,All things being equal: Distinguishing proportionality and equity in moral reasoning,all things being equal distinguishing proportional,23,"C Skurka, LB Winett, H Jarman-Miller…",2020,… Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619862261,"https://scholar.google.com/scholar?cites=11042573168832862837&as_sdt=2005&sciodt=0,5&hl=en",35,FALSE,NA,23,7.67,6,4,3,"Moral foundations theory (MFT) has been a useful framework for understanding moral judgment and its relationship to political leaning. However, some have argued that MFT …",NA,"https://scholar.google.com/scholar?q=related:ddqKfsoZP5kJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,350,QEBU5HEA,/Users/haleylam/Zotero/storage/C7W7I3MQ/Skurka et al. - 2020 - All Things Being Equal Distinguishing Proportiona.pdf
351,10.1177/1948550619862264,Stereotype formation but no dissociation: Contradicting statistics reduce explicit and implicit stereotypes engendered by disproportional crime reporting,stereotype formation but no dissociation contradic,5,P Jabold,2020,Social Psychological and Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619862264,"https://scholar.google.com/scholar?cites=4431731484972957987&as_sdt=2005&sciodt=0,5&hl=en",94,FALSE,NA,5,1.67,5,1,3,"This study investigated the formation of criminal stereotypes about novel groups. Over 2 days, 316 participants from Prolific Academic read either equal or unequal proportions of …",NA,"https://scholar.google.com/scholar?q=related:I0G6JU6sgD0J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,351,N9WD957F,/Users/haleylam/Zotero/storage/ANFQ7Q8W/Jabold - 2020 - Stereotype Formation but No Dissociation Contradi.pdf
352,10.1177/1948550619862319,"Infectious disease prevalence, not race exposure, predicts both implicit and explicit racial prejudice across the United States",infectious disease prevalence not race exposure pr,90,"BA O'Shea, DG Watson, GDA Brown…",2020,Social Psychological …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619862319,"https://scholar.google.com/scholar?cites=15569608757800771350&as_sdt=2005&sciodt=0,5&hl=en",7,FALSE,NA,90,30,23,4,3,"What factors increase racial prejudice? Across the United States, increased exposure to Black Americans has been hypothesized to increase White Americans' prejudicial attitudes …",https://wrap.warwick.ac.uk/117576/1/WRAP-infectious-disease-prevalence-race-predicts-racial-2019.pdf,"https://scholar.google.com/scholar?q=related:Fp-GhKxcEtgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,352,9KSQF8JE,"/Users/haleylam/Zotero/storage/AY9872U3/O’Shea et al. - 2020 - Infectious Disease Prevalence, Not Race Exposure, .pdf"
353,10.1177/1948550619865051,Hadza hunter-gatherers disagree on perceptions of moral character,hadza huntergatherers disagree on perceptions of m,27,"KM Smith, CL Apicella",2020,… Psychological and Personality …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619865051,"https://scholar.google.com/scholar?cites=12193245845239627644&as_sdt=2005&sciodt=0,5&hl=en",32,FALSE,NA,27,9,14,2,3,"To the extent that moral character is grounded in stable and observable truths, there should exist agreement between people in their judgments of others' character. In Western …",https://www.researchgate.net/profile/Kristopher-Smith-2/publication/335632086_Hadza_Hunter-Gatherers_Disagree_on_Perceptions_of_Moral_Character/links/5d7116b44585151ee49eb2ed/Hadza-Hunter-Gatherers-Disagree-on-Perceptions-of-Moral-Character.pdf,"https://scholar.google.com/scholar?q=related:fP-DYH4cN6kJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,353,G4CL2AWV,/Users/haleylam/Zotero/storage/5TX75Q8F/Smith and Apicella - 2020 - Hadza Hunter-Gatherers Disagree on Perceptions of .pdf
354,10.1177/1948550619865056,Trajectories of marital satisfaction in diverse newlywed couples,trajectories of marital satisfaction in diverse ne,50,"HC Williamson, JA Lavner",2020,… psychological and personality …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619865056,"https://scholar.google.com/scholar?cites=9642125766960018226&as_sdt=2005&sciodt=0,5&hl=en",14,FALSE,NA,50,16.67,25,2,3,"Couples' marital satisfaction is thought to decline over the newlywed years, but recent research indicates that the majority of spouses have high, stable trajectories during this …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8153381/,"https://scholar.google.com/scholar?q=related:MvNKg0y2z4UJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,354,3ENVCM65,/Users/haleylam/Zotero/storage/5T98WEJF/Williamson and Lavner - 2020 - Trajectories of Marital Satisfaction in Diverse Ne.pdf
355,10.1177/1948550619865057,Autistic people do enhance their selves,autistic people do enhance their selves,9,"MA Gernsbacher, JL Stevenson…",2020,Social Psychological …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619865057,"https://scholar.google.com/scholar?cites=588007003942428494&as_sdt=2005&sciodt=0,5&hl=en",81,FALSE,NA,9,3,3,3,3,"We investigated whether autistic people are less prone to self-enhance (ie, portray themselves in socially desirable ways). Autistic (N= 130) and non-autistic (N= 130) …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7310997/,"https://scholar.google.com/scholar?q=related:Th9uM0EFKQgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,355,6XSWR7YI,/Users/haleylam/Zotero/storage/DXBWXWFJ/Gernsbacher et al. - 2020 - Autistic People Do Enhance Their Selves.pdf
356,10.1177/1948550619866182,System justification enhances life satisfaction of high-and low-status people in China,system justification enhances life satisfaction of,21,"W Li, J Wu, Y Kou",2020,… Psychological and Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619866182,"https://scholar.google.com/scholar?cites=5003197948449057498&as_sdt=2005&sciodt=0,5&hl=en",33,FALSE,NA,21,7,7,3,3,"Across three studies, we examine whether system justification enhances psychological well-being among members of both advantaged and disadvantaged groups. In addition, we test …",NA,"https://scholar.google.com/scholar?q=related:2upEqgbubkUJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,356,5SC6YB3Q,/Users/haleylam/Zotero/storage/CYWMSEPQ/Li et al. - 2020 - System Justification Enhances Life Satisfaction of.pdf
357,10.1177/1948550619866187,Mate preferences in three Muslim-majority countries: sex differences and personality correlates,mate preferences in three muslimmajority countries,25,"M Atari, N Chaudhary…",2020,Social Psychological and …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619866187,"https://scholar.google.com/scholar?cites=9276010869855366607&as_sdt=2005&sciodt=0,5&hl=en",37,FALSE,NA,25,8.33,8,3,3,Cross-cultural research on long-term mate preferences in Muslim-majority countries is scarce. The research described here aims to examine the KASER (kindness/dependability …,https://www.researchgate.net/profile/Nabiha-Chaudhary-2/publication/336408223_Mate_Preferences_in_Three_Muslim-Majority_Countries_Sex_Differences_and_Personality_Correlates/links/5da08ac8a6fdcc8fc348f6f0/Mate-Preferences-in-Three-Muslim-Majority-Countries-Sex-Differences-and-Personality-Correlates.pdf,"https://scholar.google.com/scholar?q=related:zy1kXr0Cu4AJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,357,H9FM48B3,/Users/haleylam/Zotero/storage/GINEJ7W5/Atari et al. - 2020 - Mate Preferences in Three Muslim-Majority Countrie.pdf
358,10.1177/1948550619866189,A rejection mind-set: Choice overload in online dating,a rejection mindset choice overload in online dati,66,"TM Pronk, JJA Denissen",2020,… Psychological and Personality …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619866189,"https://scholar.google.com/scholar?cites=2364323951521062059&as_sdt=2005&sciodt=0,5&hl=en",15,FALSE,NA,66,22,33,2,3,"The paradox of modern dating is that online platforms provide more opportunities to find a romantic partner than ever before, but people are nevertheless more likely to be single. We …",https://journals.sagepub.com/doi/full/10.1177/1948550619866189,"https://scholar.google.com/scholar?q=related:q1xccBvEzyAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,358,D7BQGAUT,/Users/haleylam/Zotero/storage/E8LF5CXW/Pronk and Denissen - 2020 - A Rejection Mind-Set Choice Overload in Online Da.pdf
359,10.1177/1948550619867940,High-status exemplars and the misperception of the Asian-White wealth gap,highstatus exemplars and the misperception of the,32,"EE Kuo, MW Kraus…",2020,Social Psychological and …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619867940,"https://scholar.google.com/scholar?cites=5208465645047902506&as_sdt=2005&sciodt=0,5&hl=en",31,FALSE,NA,32,10.67,11,3,3,"In this research, we test the central hypothesis that perceptions of Asian Americans as a high-status “model minority” lead to overestimates of the extent of wealth equality between Asian …",https://www.researchgate.net/profile/E-Enya-Kuo/publication/335853052_High-Status_Exemplars_and_the_Misperception_of_the_Asian-White_Wealth_Gap/links/628d54816daa0406c60f42d0/High-Status-Exemplars-and-the-Misperception-of-the-Asian-White-Wealth-Gap.pdf,"https://scholar.google.com/scholar?q=related:KvHnlegvSEgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,359,7K8ALVPQ,/Users/haleylam/Zotero/storage/L5E2DHLR/Kuo et al. - 2020 - High-Status Exemplars and the Misperception of the.pdf
360,10.1177/1948550619869613,Religiosity predicts evidentiary standards,religiosity predicts evidentiary standards,4,"EJC Lobato, S Tabatabaeian…",2020,… Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619869613,"https://scholar.google.com/scholar?cites=14339650369553064341&as_sdt=2005&sciodt=0,5&hl=en",102,FALSE,NA,4,1.33,1,3,3,"Research shows that religious and nonreligious individuals have different standards of evidence for religious and scientific claims. Here, in a preregistered replication and …",https://osf.io/b3ex4/download,"https://scholar.google.com/scholar?q=related:lWGCUAmsAMcJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,360,PIPTP7ZF,/Users/haleylam/Zotero/storage/D5H8VNU3/Lobato et al. - 2020 - Religiosity Predicts Evidentiary Standards.pdf
361,10.1177/1948550619869619,"Mostly vegetarian, but flexible about it: investigating how meat-reducers express social identity around their diets",mostly vegetarian but flexible about it investigat,68,"DL Rosenfeld, H Rothgerber…",2020,Social Psychological …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619869619,"https://scholar.google.com/scholar?cites=15487711179668297373&as_sdt=2005&sciodt=0,5&hl=en",12,FALSE,NA,68,22.67,23,3,3,"Beyond indicating that one does not eat meat, the decision to identify as vegetarian signals social identity. Yet many people limit their meat intake without giving up meat entirely: These …",https://www.dishlab.org/wp-content/uploads/sites/289/2022/10/Mostly-Vegetarian.pdf,"https://scholar.google.com/scholar?q=related:nZb5r0Jn79YJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,361,F995C46D,"/Users/haleylam/Zotero/storage/7S2XVJ4X/Rosenfeld et al. - 2020 - Mostly Vegetarian, But Flexible About It Investig.pdf"
362,10.1177/1948550619870785,The end of a stereotype: Only children are not more narcissistic than people with siblings,the end of a stereotype only children are not more,10,"M Dufner, MD Back, FF Oehme…",2020,Social Psychological …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619870785,"https://scholar.google.com/scholar?cites=13462026534379371705&as_sdt=2005&sciodt=0,5&hl=en",84,FALSE,NA,10,3.33,3,4,3,The current research dealt with the stereotype that only children are more narcissistic than people with siblings. We first investigated the prevalence of this stereotype. In an online …,https://journals.sagepub.com/doi/full/10.1177/1948550619870785,"https://scholar.google.com/scholar?q=related:ubyQ4s650roJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,362,BNDSII9Q,/Users/haleylam/Zotero/storage/XELUKZ59/Dufner et al. - 2020 - The End of a Stereotype Only Children Are Not Mor.pdf
363,10.1177/1948550619872482,When voting becomes protest: Mapping determinants of collective action onto voting behavior,when voting becomes protest mapping determinants o,10,"S Otjes, K Stroebe, T Postmes",2020,Social Psychological and …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619872482,"https://scholar.google.com/scholar?cites=6319185030196269277&as_sdt=2005&sciodt=0,5&hl=en",82,FALSE,NA,10,3.33,3,3,3,Do people signal protest by bringing out a protest vote when they feel they have been collectively disadvantaged? Political scientists have been interested in “protest voting” yet …,https://journals.sagepub.com/doi/pdf/10.1177/1948550619872482,"https://scholar.google.com/scholar?q=related:3ZDQ8k1BslcJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,363,2VFZINVG,/Users/haleylam/Zotero/storage/9JZWKPI3/Otjes et al. - 2020 - When Voting Becomes Protest Mapping Determinants .pdf
364,10.1177/1948550619873679,Toward Integration of the Niche Diversity Hypothesis With Other Explanations for Personality Covariation: Reply to Međedović's (2019) Commentary on Lukaszewski …,toward integration of the niche diversity hypothes,2,"A Lukaszewski, M Gurven…",2020,… Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619873679,"https://scholar.google.com/scholar?cites=4080009614837969557&as_sdt=2005&sciodt=0,5&hl=en",111,FALSE,NA,2,0.67,1,3,3,The hypothesis of a human-universal personality structure is undermined by cross-cultural studies in small-scale societies. To explain cross-population differences in patterns of …,https://gurven.anth.ucsb.edu/sites/default/files/sitefiles/papers/Lukaszewski%20et%20al_reply.pdf,"https://scholar.google.com/scholar?q=related:lXKYvCAbnzgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,364,XDJW8KME,/Users/haleylam/Zotero/storage/BPMBTUYT/Lukaszewski et al. - 2020 - Toward Integration of the Niche Diversity Hypothes.pdf
365,10.1177/1948550619873680,An evolutionary ecological framework for understanding human behavioral syndromes: Commentary on Lukaszewski et al. 2017,an evolutionary ecological framework for understan,6,J Međedović,2020,Social Psychological and Personality Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619873680,"https://scholar.google.com/scholar?cites=13898794744883461556&as_sdt=2005&sciodt=0,5&hl=en",101,FALSE,NA,6,2,6,1,3,"In their recent paper, Lukaszewski et al. proposed a socioecological hypothesis for analyzing the covariations between the Big Five personality traits. The hypothesis states that …",https://www.researchgate.net/profile/Janko-Mededovic-2/publication/336101476_An_Evolutionary_Ecological_Framework_for_Understanding_Human_Behavioral_Syndromes_Commentary_on_Lukaszewski_et_al_2017/links/5d8e3593299bf10cff15105d/An-Evolutionary-Ecological-Framework-for-Understanding-Human-Behavioral-Syndromes-Commentary-on-Lukaszewski-et-al-2017.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail,"https://scholar.google.com/scholar?q=related:tD3Ydi5w4sAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,365,P9MISZA6,/Users/haleylam/Zotero/storage/62745KJA/Međedović - 2020 - An Evolutionary Ecological Framework for Understan.pdf
366,10.1177/1948550619875142,Resolving the human–object divide in sexual objectification: How we settle the categorization conflict when categorizing objectified and nonobjectified human targets,resolving the humanobject divide in sexual objecti,8,"J Vaes, C Cogoni, A Calcagnì",2020,Social Psychological and …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619875142,"https://scholar.google.com/scholar?cites=4843259699777995155&as_sdt=2005&sciodt=0,5&hl=en",86,FALSE,NA,8,2.67,3,3,3,"Using a mouse-tracking technique, we measured the strength and the temporal unfolding of the conflict when people categorize objectified and nonobjectified human stimuli in the …",https://iris.unitn.it/retrieve/handle/11572/256976/316210/Post-print_finalversion.pdf,"https://scholar.google.com/scholar?q=related:k4E7SAm3NkMJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,366,T36KAWEF,/Users/haleylam/Zotero/storage/AQ7XG7IL/Vaes et al. - 2020 - Resolving the Human–Object Divide in Sexual Object.pdf
367,10.1177/1948550619875143,Seeing gender: Perceptual representations of transgender individuals,seeing gender perceptual representations of transg,15,"K Howansky, A Albuja, S Cole",2020,Social Psychological and …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1948550619875143,"https://scholar.google.com/scholar?cites=9955635909582134553&as_sdt=2005&sciodt=0,5&hl=en",75,FALSE,NA,15,5,5,3,3,"In four studies, we explored perceptual representations of the gender-typicality of transgender individuals. In Studies 1a and 1b, participants (N= 237) created an avatar …",https://www.researchgate.net/profile/Kristina-Howansky/publication/336101874_Seeing_Gender_Perceptual_Representations_of_Transgender_Individuals/links/5daf133a92851c577eb996f0/Seeing-Gender-Perceptual-Representations-of-Transgender-Individuals.pdf,"https://scholar.google.com/scholar?q=related:GR3EzxyGKYoJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",SPPS,367,VHZQ57Z5,/Users/haleylam/Zotero/storage/NCJSWY2V/Howansky et al. - 2020 - Seeing Gender Perceptual Representations of Trans.pdf
